,transcription,emotions,audio,label
5300,"And then we'll thrash it out with dad right? Mom, don't avoid me.","{'Sadness': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M031.wav,Neutral
5302,Because it is.,"{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M033.wav,Frustration
5303,It's just...that's just the way it is. That's how I feel. You know these years when I think of someone I want to marry I think of Annie. What do you want a diagram?,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M034.wav,Frustration
5304,Alright then.,"{'Frustration': 0.6666666666666666, 'Sadness': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M035.wav,Frustration
5305,I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,"{'Sadness': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M036.wav,Sadness
5306,But if I can't have that here I'll get out.,"{'Sadness': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M037.wav,Neutral
5307,I'll get out. I'll marry her somewhere else. Maybe New York.,"{'Sadness': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M038.wav,Neutral
5308,I've been a good son too long. A good sucker and I'm through with it.,"{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M039.wav,Anger
5309,The business doesn't inspire me.,"{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M040.wav,Anger
5310,Yes. I like it an hour out of the day. If I have to grub for money all day long at least at evening I want it beautiful. I want a family. I want a wife. I want some kids. I want to build something I can give myself to.,"{'Anger': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M041.wav,Anger
5311,Now Annie is in the middle of all that. Where do I find it?,"{'Frustration': 0.6666666666666666, 'Anger': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M042.wav,Frustration
5312,Yes. On this I would.,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M043.wav,Neutral
5314,I know. Just you help me stay here.,"{'Sadness': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M045.wav,Sadness
5315,I am thinking like that.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M046.wav,Sadness
5316,No you don't. I'm a pretty tough guy.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M047.wav,Sadness
5317,Why did he invite her here?,"{'Anger': 0.6666666666666666, 'Frustration': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F000.wav,Anger
5318,Well she's been away for three and a half years in New York and suddenly she just shows up.,{'Anger': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F001.wav,Anger
5323,No. She's not his girl Joe and she knows that.,"{'Frustration': 0.4, 'Anger': 0.6}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F006.wav,Anger
5326,"I mean, her faith is stronger than a rock.","{'Anger': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F009.wav,Anger
5327,"My worst times I think about her, you know, and I","{'Frustration': 0.25, 'Sadness': 0.75}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F010.wav,Sadness
5328,it's like I know as long as she's waiting I'm right again.,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F011.wav,Sadness
5329,"No. Nobody in my house better dare and challenge her faith. You know and maybe strangers but not his father, not his brother.","{'Anger': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F012.wav,Anger
5332,"Laugh, laugh at me but I will. Because you know what happened when she came here? When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.","{'Anger': 0.75, 'Excited': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F015.wav,Anger
5334,"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.","{'Sadness': 0.4, 'Anger': 0.2, 'Excited': 0.2, 'Frustration': 0.2}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F017.wav,Sadness
5336,I can't help it.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_F019.wav,Sadness
5337,Why does that bother you?,"{'Frustration': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M000.wav,Frustration
5338,"Well maybe, maybe he just wanted to see her.","{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M001.wav,Neutral
5339,uh-uh What do you mean? They grew up next to each other their entire lives. Why shouldn't he want to see her?,"{'Frustration': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M002.wav,Frustration
5340,Hey don't look at me like that. I don't know anymore than you.,"{'Frustration': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M003.wav,Frustration
5341,Who said he even thought about that?,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M004.wav,Neutral
5342,"Well, so what?","{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M005.wav,Neutral
5343,Now listen kid...,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M006.wav,Frustration
5345,How do you know why she's waited? Hmmm?,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M008.wav,Neutral
5346,Look at how nice the day is. What are we arguing for?,"{'Frustration': 0.5, 'Sadness': 0.25, 'Happiness': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M009.wav,Frustration
5347,What do you want me to do? What do you want?,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M010.wav,Frustration
5348,But Kate...,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M011.wav,Frustration
5349,Okay. Calm yourself. Just calm yourself.,{'Frustration': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M012.wav,Frustration
5351,"Alright, alright, calm yourself okay? Calm yourself. Wait, wait. What do you mean, me above all?","{'Anger': 0.75, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M014.wav,Anger
5352,"Wait, what does that mean? Me above all?",{'Anger': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M015.wav,Anger
5353,"Look at you, you're shaking.",{'Anger': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M016.wav,Anger
5354,What do I got to hide? Huh? What the hell's the matter with you Kate?,{'Anger': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_2/Ses03M_script01_2_M017.wav,Anger
5359,No. I'm not sorry. But I'm not going to stay.,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F004.wav,Sadness
5361,"Look,","{'Frustration': 0.25, 'Sadness': 0.5, 'Neutral': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F006.wav,Sadness
5362,"you saw the way that she acted and then well, I mean, you, you were acting kind of...",{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F007.wav,Sadness
5363,"Well, I don't know, embarrassed of her since I came.","{'Frustration': 0.25, 'Sadness': 0.5, 'Neutral': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F008.wav,Sadness
5366,"Well,","{'Excited': 0.25, 'Sadness': 0.25, 'Happiness': 0.5}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F011.wav,Happiness
5367,I guess that's why I came.,{'Happiness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F012.wav,Happiness
5368,"Look, I've been ready for a long, long time now.","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F013.wav,Happiness
5369,"Look, I almost got married two years ago.","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F014.wav,Happiness
5370,You started to write me.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F015.wav,Happiness
5371,Every day since.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F016.wav,Happiness
5372,"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",{'Happiness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F017.wav,Happiness
5373,You'd always be so ambiguous.,"{'Happiness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F018.wav,Happiness
5374,I'll never forgive you for that.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F019.wav,Happiness
5375,"I mean, Why did you wait all these years? There I was sitting around and wondering if I was crazy for thinking about you.","{'Excited': 0.25, 'Happiness': 0.5, 'Frustration': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F020.wav,Happiness
5376,Not like that you're not.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F021.wav,Happiness
5384,How many?,"{'Frustration': 0.3333333333333333, 'Sadness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F029.wav,Sadness
5385,Geez.,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F030.wav,Sadness
5386,And you still feel that way?,"{'Sadness': 0.6666666666666666, 'Neutral': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F031.wav,Sadness
5388,"that includes me too, I mean and the money, you have right to that money. Your father put planes up in the air, good planes and he deserves it, you should be proud of that. A man should be paid for that.","{'Sadness': 0.5, 'Anger': 0.25, 'Happiness': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F033.wav,Sadness
5389,What am I going to do with a fortune?,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_F034.wav,Happiness
5391,You're not sorry you came?,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M001.wav,Neutral
5394,What?,"{'Frustration': 0.3333333333333333, 'Neutral': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M004.wav,Neutral
5398,"I mean, that's the reason why I asked you here.","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M008.wav,Happiness
5400,I love you.,"{'Frustration': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M010.wav,Happiness
5406,You felt something that far back.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M016.wav,Happiness
5408,"Give me a kiss Ann, just give me...","{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M018.wav,Happiness
5409,"Oh God. Annie, I kissed Annie. I kissed Annie.","{'Excited': 0.75, 'Happiness': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M019.wav,Happiness
5411,We're going to live now. I'm going to make you so happy.,"{'Excited': 0.3333333333333333, 'Happiness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M021.wav,Happiness
5413,"Nothing. Hey, let's drive somewhere. I want to be alone with you.","{'Excited': 0.25, 'Sadness': 0.5, 'Happiness': 0.25}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M023.wav,Sadness
5417,You remember overseas I was in command of a company?,"{'Frustration': 0.3333333333333333, 'Sadness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M027.wav,Sadness
5418,Well I lost them.,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M028.wav,Sadness
5419,Just about all.,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M029.wav,Sadness
5420,Takes a little while to toss that off cause they weren't just men.,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M030.wav,Sadness
5421,"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M031.wav,Sadness
5422,"That's just a little thing but that's the kind of guys I had. They didn't just die, they killed themselves for each other and I mean that exactly.",{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M032.wav,Sadness
5423,A little more selfish and they'd still be here today. And I got this idea watching them go down. See everything was being destroyed but there was one new thing that was being created.,{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M033.wav,Sadness
5424,"It was a kind of responsibility, man for man. You understand me?",{'Sadness': 1.0},IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M034.wav,Sadness
5425,And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,"{'Sadness': 0.6666666666666666, 'Excited': 0.3333333333333333}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M035.wav,Sadness
5426,And then I came here and it was incredible. There was no meaning in it here. The whole thing to them was a kind of bus accident.,"{'Frustration': 0.3333333333333333, 'Sadness': 0.6666666666666666}",IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_3/Ses03M_script01_3_M036.wav,Sadness
